user_id,event_id,rating,timestamp
786,16,2,2024-04-30 01:24:44
387,9,1,2024-04-30 01:24:44
832,3,4,2024-04-30 01:24:44
721,13,3,2024-04-30 01:24:44
500,17,5,2024-04-30 01:24:44
488,12,3,2024-04-30 01:24:44
39,11,4,2024-04-30 01:24:44
37,14,2,2024-04-30 01:24:44
443,19,3,2024-04-30 01:24:44
329,6,1,2024-04-30 01:24:44
56,20,1,2024-04-30 01:24:44
963,18,4,2024-04-30 01:24:44
34,15,1,2024-04-30 01:24:44
821,8,4,2024-04-30 01:24:44
413,4,3,2024-04-30 01:24:44
796,10,1,2024-04-30 01:24:44
474,6,5,2024-04-30 01:24:44
14,14,2,2024-04-30 01:24:44
185,20,1,2024-04-30 01:24:44
259,10,1,2024-04-30 01:24:44
72,9,2,2024-04-30 01:24:44
306,1,1,2024-04-30 01:24:44
186,4,2,2024-04-30 01:24:44
751,15,1,2024-04-30 01:24:44
845,16,3,2024-04-30 01:24:44
777,5,1,2024-04-30 01:24:44
309,7,2,2024-04-30 01:24:44
221,19,1,2024-04-30 01:24:44
35,11,5,2024-04-30 01:24:44
177,3,2,2024-04-30 01:24:44
484,2,5,2024-04-30 01:24:44
353,8,1,2024-04-30 01:24:44
743,12,5,2024-04-30 01:24:44
339,17,5,2024-04-30 01:24:44
202,18,2,2024-04-30 01:24:44
980,13,2,2024-04-30 01:24:44
536,18,3,2024-04-30 01:24:44
859,11,2,2024-04-30 01:24:44
802,4,1,2024-04-30 01:24:44
473,3,2,2024-04-30 01:24:44
710,14,4,2024-04-30 01:24:44
550,10,3,2024-04-30 01:24:44
9,2,4,2024-04-30 01:24:44
384,6,4,2024-04-30 01:24:44
467,8,2,2024-04-30 01:24:44
304,20,2,2024-04-30 01:24:44
34,1,1,2024-04-30 01:24:44
779,5,1,2024-04-30 01:24:44
298,19,2,2024-04-30 01:24:44
59,17,4,2024-04-30 01:24:44
775,12,3,2024-04-30 01:24:44
744,15,2,2024-04-30 01:24:44
391,7,4,2024-04-30 01:24:44
287,16,2,2024-04-30 01:24:44
832,9,3,2024-04-30 01:24:44
482,13,5,2024-04-30 01:24:44
428,1,2,2024-04-30 01:24:44
680,3,2,2024-04-30 01:24:44
344,7,1,2024-04-30 01:24:44
120,4,3,2024-04-30 01:24:44
835,20,3,2024-04-30 01:24:44
560,11,2,2024-04-30 01:24:44
209,10,2,2024-04-30 01:24:44
921,6,2,2024-04-30 01:24:44
53,5,1,2024-04-30 01:24:44
438,19,3,2024-04-30 01:24:44
367,8,5,2024-04-30 01:24:44
727,13,3,2024-04-30 01:24:44
62,18,1,2024-04-30 01:24:44
682,2,4,2024-04-30 01:24:44
876,17,3,2024-04-30 01:24:44
733,12,2,2024-04-30 01:24:44
492,14,4,2024-04-30 01:24:44
103,16,5,2024-04-30 01:24:44
885,15,3,2024-04-30 01:24:44
973,9,1,2024-04-30 01:24:44
29,20,5,2024-04-30 01:24:44
486,19,4,2024-04-30 01:24:44
831,7,1,2024-04-30 01:24:44
235,14,4,2024-04-30 01:24:44
296,15,5,2024-04-30 01:24:44
856,5,2,2024-04-30 01:24:44
222,8,1,2024-04-30 01:24:44
170,17,4,2024-04-30 01:24:44
607,12,3,2024-04-30 01:24:44
747,4,1,2024-04-30 01:24:44
278,18,3,2024-04-30 01:24:44
46,13,4,2024-04-30 01:24:44
151,16,2,2024-04-30 01:24:44
26,1,1,2024-04-30 01:24:44
956,3,1,2024-04-30 01:24:44
362,11,1,2024-04-30 01:24:44
323,6,2,2024-04-30 01:24:44
877,9,4,2024-04-30 01:24:44
762,2,3,2024-04-30 01:24:44
999,10,3,2024-04-30 01:24:44
76,10,2,2024-04-30 01:24:44
846,8,4,2024-04-30 01:24:44
635,13,1,2024-04-30 01:24:44
404,3,4,2024-04-30 01:24:44
401,9,3,2024-04-30 01:24:44
691,18,5,2024-04-30 01:24:44
83,2,5,2024-04-30 01:24:44
287,11,1,2024-04-30 01:24:44
747,7,1,2024-04-30 01:24:44
850,6,2,2024-04-30 01:24:44
413,12,4,2024-04-30 01:24:44
524,17,4,2024-04-30 01:24:44
986,20,1,2024-04-30 01:24:44
923,14,4,2024-04-30 01:24:44
497,4,5,2024-04-30 01:24:44
213,5,3,2024-04-30 01:24:44
639,19,4,2024-04-30 01:24:44
567,15,4,2024-04-30 01:24:44
140,1,3,2024-04-30 01:24:44
101,16,1,2024-04-30 01:24:44
31,10,5,2024-04-30 01:24:44
885,5,4,2024-04-30 01:24:44
843,12,4,2024-04-30 01:24:44
688,11,1,2024-04-30 01:24:44
42,1,5,2024-04-30 01:24:44
444,8,1,2024-04-30 01:24:44
785,15,5,2024-04-30 01:24:44
898,7,4,2024-04-30 01:24:44
433,20,3,2024-04-30 01:24:44
877,4,4,2024-04-30 01:24:44
89,18,5,2024-04-30 01:24:44
475,6,5,2024-04-30 01:24:44
479,16,1,2024-04-30 01:24:44
514,9,4,2024-04-30 01:24:44
179,13,5,2024-04-30 01:24:44
51,2,2,2024-04-30 01:24:44
410,14,3,2024-04-30 01:24:44
536,19,2,2024-04-30 01:24:44
845,17,4,2024-04-30 01:24:44
389,3,2,2024-04-30 01:24:44
906,6,5,2024-04-30 01:24:44
981,16,4,2024-04-30 01:24:44
221,13,5,2024-04-30 01:24:44
122,20,4,2024-04-30 01:24:44
114,9,1,2024-04-30 01:24:44
351,10,2,2024-04-30 01:24:44
971,2,2,2024-04-30 01:24:44
660,1,5,2024-04-30 01:24:44
333,3,2,2024-04-30 01:24:44
663,7,3,2024-04-30 01:24:44
281,14,4,2024-04-30 01:24:44
231,17,2,2024-04-30 01:24:44
884,11,3,2024-04-30 01:24:44
339,12,5,2024-04-30 01:24:44
259,8,1,2024-04-30 01:24:44
544,15,4,2024-04-30 01:24:44
75,18,4,2024-04-30 01:24:44
237,4,2,2024-04-30 01:24:44
477,5,1,2024-04-30 01:24:44
878,19,4,2024-04-30 01:24:44
870,6,2,2024-04-30 01:24:44
344,10,2,2024-04-30 01:24:44
968,16,3,2024-04-30 01:24:44
935,13,5,2024-04-30 01:24:44
565,12,5,2024-04-30 01:24:44
506,1,2,2024-04-30 01:24:44
960,15,2,2024-04-30 01:24:44
92,4,4,2024-04-30 01:24:44
632,8,5,2024-04-30 01:24:44
804,18,3,2024-04-30 01:24:44
82,3,5,2024-04-30 01:24:44
173,11,1,2024-04-30 01:24:44
873,19,3,2024-04-30 01:24:44
417,5,3,2024-04-30 01:24:44
594,2,4,2024-04-30 01:24:44
175,9,3,2024-04-30 01:24:44
290,17,4,2024-04-30 01:24:44
217,14,1,2024-04-30 01:24:44
842,20,4,2024-04-30 01:24:44
324,7,2,2024-04-30 01:24:44
562,13,3,2024-04-30 01:24:44
847,19,3,2024-04-30 01:24:44
694,18,2,2024-04-30 01:24:44
604,10,3,2024-04-30 01:24:44
739,14,2,2024-04-30 01:24:44
803,20,5,2024-04-30 01:24:44
302,6,1,2024-04-30 01:24:44
823,2,4,2024-04-30 01:24:44
290,4,4,2024-04-30 01:24:44
72,17,5,2024-04-30 01:24:44
406,11,1,2024-04-30 01:24:44
636,3,1,2024-04-30 01:24:44
845,9,1,2024-04-30 01:24:44
11,5,1,2024-04-30 01:24:44
282,7,5,2024-04-30 01:24:44
936,15,5,2024-04-30 01:24:44
162,12,4,2024-04-30 01:24:44
627,1,5,2024-04-30 01:24:44
625,8,3,2024-04-30 01:24:44
447,16,1,2024-04-30 01:24:44
308,18,4,2024-04-30 01:24:44
366,6,3,2024-04-30 01:24:44
242,13,1,2024-04-30 01:24:44
935,8,1,2024-04-30 01:24:44
694,14,4,2024-04-30 01:24:44
842,4,3,2024-04-30 01:24:44
670,5,2,2024-04-30 01:24:44
542,17,3,2024-04-30 01:24:44
919,2,3,2024-04-30 01:24:44
92,9,3,2024-04-30 01:24:44
864,19,3,2024-04-30 01:24:44
471,3,5,2024-04-30 01:24:44
254,20,3,2024-04-30 01:24:44
379,12,1,2024-04-30 01:24:44
79,16,3,2024-04-30 01:24:44
822,10,3,2024-04-30 01:24:44
737,1,3,2024-04-30 01:24:44
893,15,3,2024-04-30 01:24:44
612,7,4,2024-04-30 01:24:44
190,11,3,2024-04-30 01:24:44
131,9,5,2024-04-30 01:24:44
689,14,4,2024-04-30 01:24:44
59,8,5,2024-04-30 01:24:44
280,4,2,2024-04-30 01:24:44
986,20,3,2024-04-30 01:24:44
529,3,5,2024-04-30 01:24:44
166,15,2,2024-04-30 01:24:44
619,1,2,2024-04-30 01:24:44
991,18,4,2024-04-30 01:24:44
586,10,4,2024-04-30 01:24:44
694,19,3,2024-04-30 01:24:44
275,12,1,2024-04-30 01:24:44
767,2,3,2024-04-30 01:24:44
749,6,4,2024-04-30 01:24:44
671,13,2,2024-04-30 01:24:44
34,16,4,2024-04-30 01:24:44
587,5,3,2024-04-30 01:24:44
495,7,2,2024-04-30 01:24:44
697,17,1,2024-04-30 01:24:44
43,11,3,2024-04-30 01:24:44
241,13,5,2024-04-30 01:24:44
550,19,1,2024-04-30 01:24:44
998,8,5,2024-04-30 01:24:44
609,7,2,2024-04-30 01:24:44
795,2,4,2024-04-30 01:24:44
958,12,1,2024-04-30 01:24:44
30,9,2,2024-04-30 01:24:44
617,11,2,2024-04-30 01:24:44
195,1,4,2024-04-30 01:24:44
759,3,3,2024-04-30 01:24:44
310,14,3,2024-04-30 01:24:44
382,16,4,2024-04-30 01:24:44
245,18,2,2024-04-30 01:24:44
780,5,2,2024-04-30 01:24:44
393,15,4,2024-04-30 01:24:44
703,20,2,2024-04-30 01:24:44
397,17,3,2024-04-30 01:24:44
581,4,2,2024-04-30 01:24:44
467,10,5,2024-04-30 01:24:44
834,6,3,2024-04-30 01:24:44
486,11,1,2024-04-30 01:24:44
431,12,2,2024-04-30 01:24:44
309,15,4,2024-04-30 01:24:44
557,16,5,2024-04-30 01:24:44
7,19,5,2024-04-30 01:24:44
56,14,4,2024-04-30 01:24:44
958,20,4,2024-04-30 01:24:44
721,17,1,2024-04-30 01:24:44
371,1,1,2024-04-30 01:24:44
722,8,3,2024-04-30 01:24:44
968,3,5,2024-04-30 01:24:44
588,4,4,2024-04-30 01:24:44
282,7,2,2024-04-30 01:24:44
475,9,3,2024-04-30 01:24:44
647,2,2,2024-04-30 01:24:44
298,13,5,2024-04-30 01:24:44
378,10,4,2024-04-30 01:24:44
827,18,5,2024-04-30 01:24:44
272,5,3,2024-04-30 01:24:44
865,6,5,2024-04-30 01:24:44
727,17,3,2024-04-30 01:24:44
151,13,4,2024-04-30 01:24:44
482,19,5,2024-04-30 01:24:44
894,2,5,2024-04-30 01:24:44
145,7,2,2024-04-30 01:24:44
199,5,5,2024-04-30 01:24:44
50,1,3,2024-04-30 01:24:44
972,8,2,2024-04-30 01:24:44
117,18,5,2024-04-30 01:24:44
776,6,3,2024-04-30 01:24:44
770,12,2,2024-04-30 01:24:44
170,15,1,2024-04-30 01:24:44
667,16,5,2024-04-30 01:24:44
236,11,5,2024-04-30 01:24:44
63,4,5,2024-04-30 01:24:44
314,9,1,2024-04-30 01:24:44
589,14,1,2024-04-30 01:24:44
615,3,2,2024-04-30 01:24:44
271,20,4,2024-04-30 01:24:44
745,10,4,2024-04-30 01:24:44
782,19,3,2024-04-30 01:24:44
805,12,2,2024-04-30 01:24:44
192,8,3,2024-04-30 01:24:44
565,4,1,2024-04-30 01:24:44
243,14,5,2024-04-30 01:24:44
617,1,3,2024-04-30 01:24:44
438,10,5,2024-04-30 01:24:44
385,17,3,2024-04-30 01:24:44
829,5,1,2024-04-30 01:24:44
205,20,4,2024-04-30 01:24:44
195,15,1,2024-04-30 01:24:44
294,2,3,2024-04-30 01:24:44
728,18,3,2024-04-30 01:24:44
621,6,1,2024-04-30 01:24:44
72,13,2,2024-04-30 01:24:44
577,9,4,2024-04-30 01:24:44
274,7,1,2024-04-30 01:24:44
121,3,3,2024-04-30 01:24:44
622,11,3,2024-04-30 01:24:44
773,16,2,2024-04-30 01:24:44
419,16,3,2024-04-30 01:24:44
320,8,2,2024-04-30 01:24:44
132,10,3,2024-04-30 01:24:44
16,18,2,2024-04-30 01:24:44
703,3,4,2024-04-30 01:24:44
260,7,3,2024-04-30 01:24:44
855,15,4,2024-04-30 01:24:44
95,11,4,2024-04-30 01:24:44
781,6,4,2024-04-30 01:24:44
2,12,3,2024-04-30 01:24:44
459,13,1,2024-04-30 01:24:44
780,17,2,2024-04-30 01:24:44
937,14,5,2024-04-30 01:24:44
91,5,2,2024-04-30 01:24:44
632,1,1,2024-04-30 01:24:44
635,4,4,2024-04-30 01:24:44
457,19,1,2024-04-30 01:24:44
331,2,4,2024-04-30 01:24:44
243,9,3,2024-04-30 01:24:44
126,20,3,2024-04-30 01:24:44
145,16,4,2024-04-30 01:24:44
939,6,1,2024-04-30 01:24:44
364,9,2,2024-04-30 01:24:44
213,3,5,2024-04-30 01:24:44
778,11,1,2024-04-30 01:24:44
335,18,3,2024-04-30 01:24:44
883,12,3,2024-04-30 01:24:44
24,2,1,2024-04-30 01:24:44
827,7,2,2024-04-30 01:24:44
353,14,1,2024-04-30 01:24:44
215,19,1,2024-04-30 01:24:44
17,17,1,2024-04-30 01:24:44
342,20,4,2024-04-30 01:24:44
970,8,3,2024-04-30 01:24:44
315,15,5,2024-04-30 01:24:44
764,13,5,2024-04-30 01:24:44
268,4,5,2024-04-30 01:24:44
488,5,5,2024-04-30 01:24:44
507,10,3,2024-04-30 01:24:44
649,1,5,2024-04-30 01:24:44
378,4,1,2024-04-30 01:24:44
420,13,4,2024-04-30 01:24:44
905,15,1,2024-04-30 01:24:44
882,5,4,2024-04-30 01:24:44
129,7,4,2024-04-30 01:24:44
286,18,4,2024-04-30 01:24:44
730,16,3,2024-04-30 01:24:44
304,3,3,2024-04-30 01:24:44
918,2,4,2024-04-30 01:24:44
154,6,4,2024-04-30 01:24:44
11,17,5,2024-04-30 01:24:44
131,9,1,2024-04-30 01:24:44
379,8,3,2024-04-30 01:24:44
419,1,2,2024-04-30 01:24:44
55,11,4,2024-04-30 01:24:44
373,14,2,2024-04-30 01:24:44
96,12,5,2024-04-30 01:24:44
954,19,2,2024-04-30 01:24:44
701,10,3,2024-04-30 01:24:44
253,20,4,2024-04-30 01:24:44
795,7,3,2024-04-30 01:24:44
676,15,2,2024-04-30 01:24:44
55,20,5,2024-04-30 01:24:44
412,2,5,2024-04-30 01:24:44
799,16,2,2024-04-30 01:24:44
352,4,5,2024-04-30 01:24:44
282,10,1,2024-04-30 01:24:44
48,13,5,2024-04-30 01:24:44
451,6,3,2024-04-30 01:24:44
334,9,3,2024-04-30 01:24:44
177,14,5,2024-04-30 01:24:44
641,19,4,2024-04-30 01:24:44
81,18,1,2024-04-30 01:24:44
264,5,4,2024-04-30 01:24:44
270,12,2,2024-04-30 01:24:44
227,1,5,2024-04-30 01:24:44
709,11,4,2024-04-30 01:24:44
549,17,5,2024-04-30 01:24:44
925,8,1,2024-04-30 01:24:44
20,3,3,2024-04-30 01:24:44
344,8,3,2024-04-30 01:24:44
449,3,3,2024-04-30 01:24:44
232,4,3,2024-04-30 01:24:44
162,15,3,2024-04-30 01:24:44
638,12,4,2024-04-30 01:24:44
84,20,1,2024-04-30 01:24:44
889,18,3,2024-04-30 01:24:44
532,9,2,2024-04-30 01:24:44
528,13,2,2024-04-30 01:24:44
141,11,5,2024-04-30 01:24:44
567,5,2,2024-04-30 01:24:44
943,7,2,2024-04-30 01:24:44
649,14,5,2024-04-30 01:24:44
303,10,5,2024-04-30 01:24:44
120,16,4,2024-04-30 01:24:44
252,1,1,2024-04-30 01:24:44
696,6,3,2024-04-30 01:24:44
345,19,4,2024-04-30 01:24:44
842,2,5,2024-04-30 01:24:44
898,17,1,2024-04-30 01:24:44
550,16,1,2024-04-30 01:24:44
44,15,4,2024-04-30 01:24:44
821,13,1,2024-04-30 01:24:44
255,2,1,2024-04-30 01:24:44
662,7,1,2024-04-30 01:24:44
664,12,4,2024-04-30 01:24:44
532,5,1,2024-04-30 01:24:44
455,1,4,2024-04-30 01:24:44
370,20,5,2024-04-30 01:24:44
278,14,1,2024-04-30 01:24:44
208,3,4,2024-04-30 01:24:44
26,19,3,2024-04-30 01:24:44
411,6,5,2024-04-30 01:24:44
111,4,3,2024-04-30 01:24:44
189,17,4,2024-04-30 01:24:44
779,11,4,2024-04-30 01:24:44
781,8,5,2024-04-30 01:24:44
35,9,4,2024-04-30 01:24:44
818,18,3,2024-04-30 01:24:44
832,10,1,2024-04-30 01:24:44
639,18,3,2024-04-30 01:24:44
443,12,3,2024-04-30 01:24:44
327,5,4,2024-04-30 01:24:44
656,14,4,2024-04-30 01:24:44
232,19,4,2024-04-30 01:24:44
299,8,1,2024-04-30 01:24:44
848,17,2,2024-04-30 01:24:44
11,3,4,2024-04-30 01:24:44
104,9,2,2024-04-30 01:24:44
439,7,2,2024-04-30 01:24:44
899,15,3,2024-04-30 01:24:44
629,13,5,2024-04-30 01:24:44
736,6,4,2024-04-30 01:24:44
154,20,3,2024-04-30 01:24:44
605,4,5,2024-04-30 01:24:44
688,16,5,2024-04-30 01:24:44
315,2,5,2024-04-30 01:24:44
397,1,4,2024-04-30 01:24:44
366,11,2,2024-04-30 01:24:44
8,10,5,2024-04-30 01:24:44
853,16,3,2024-04-30 01:24:44
25,11,4,2024-04-30 01:24:44
461,5,3,2024-04-30 01:24:44
588,8,3,2024-04-30 01:24:44
669,3,2,2024-04-30 01:24:44
486,19,5,2024-04-30 01:24:44
943,9,4,2024-04-30 01:24:44
370,15,4,2024-04-30 01:24:44
732,18,1,2024-04-30 01:24:44
130,12,1,2024-04-30 01:24:44
162,14,2,2024-04-30 01:24:44
864,13,1,2024-04-30 01:24:44
353,1,2,2024-04-30 01:24:44
593,2,3,2024-04-30 01:24:44
704,20,1,2024-04-30 01:24:44
401,6,2,2024-04-30 01:24:44
280,7,4,2024-04-30 01:24:44
196,17,2,2024-04-30 01:24:44
598,10,3,2024-04-30 01:24:44
529,4,3,2024-04-30 01:24:44
43,11,2,2024-04-30 01:24:44
208,4,5,2024-04-30 01:24:44
315,12,3,2024-04-30 01:24:44
302,9,5,2024-04-30 01:24:44
510,6,3,2024-04-30 01:24:44
223,5,1,2024-04-30 01:24:44
539,13,2,2024-04-30 01:24:44
8,16,1,2024-04-30 01:24:44
500,3,3,2024-04-30 01:24:44
262,7,4,2024-04-30 01:24:44
825,20,4,2024-04-30 01:24:44
777,18,5,2024-04-30 01:24:44
19,2,5,2024-04-30 01:24:44
380,19,1,2024-04-30 01:24:44
786,14,1,2024-04-30 01:24:44
842,10,5,2024-04-30 01:24:44
44,17,5,2024-04-30 01:24:44
108,8,3,2024-04-30 01:24:44
902,15,5,2024-04-30 01:24:44
255,1,4,2024-04-30 01:24:44
627,3,3,2024-04-30 01:24:44
267,16,2,2024-04-30 01:24:44
570,5,3,2024-04-30 01:24:44
670,1,3,2024-04-30 01:24:44
613,17,3,2024-04-30 01:24:44
825,2,2,2024-04-30 01:24:44
834,10,4,2024-04-30 01:24:44
952,6,5,2024-04-30 01:24:44
579,19,2,2024-04-30 01:24:44
227,4,2,2024-04-30 01:24:44
819,20,1,2024-04-30 01:24:44
335,12,4,2024-04-30 01:24:44
60,15,3,2024-04-30 01:24:44
277,18,2,2024-04-30 01:24:44
430,14,5,2024-04-30 01:24:44
743,7,2,2024-04-30 01:24:44
683,8,3,2024-04-30 01:24:44
963,11,1,2024-04-30 01:24:44
973,9,5,2024-04-30 01:24:44
282,13,3,2024-04-30 01:24:44
677,13,1,2024-04-30 01:24:44
712,5,5,2024-04-30 01:24:44
258,9,1,2024-04-30 01:24:44
100,16,1,2024-04-30 01:24:44
890,11,5,2024-04-30 01:24:44
421,10,2,2024-04-30 01:24:44
881,20,1,2024-04-30 01:24:44
985,6,2,2024-04-30 01:24:44
802,3,4,2024-04-30 01:24:44
14,12,2,2024-04-30 01:24:44
833,1,4,2024-04-30 01:24:44
526,7,2,2024-04-30 01:24:44
184,4,5,2024-04-30 01:24:44
961,15,4,2024-04-30 01:24:44
601,2,5,2024-04-30 01:24:44
499,14,2,2024-04-30 01:24:44
680,8,5,2024-04-30 01:24:44
400,18,5,2024-04-30 01:24:44
990,19,4,2024-04-30 01:24:44
3,17,3,2024-04-30 01:24:44
77,14,3,2024-04-30 01:24:44
548,2,4,2024-04-30 01:24:44
562,4,1,2024-04-30 01:24:44
811,5,5,2024-04-30 01:24:44
877,15,4,2024-04-30 01:24:44
49,18,5,2024-04-30 01:24:44
623,6,3,2024-04-30 01:24:44
204,16,4,2024-04-30 01:24:44
576,10,1,2024-04-30 01:24:44
588,20,1,2024-04-30 01:24:44
308,11,1,2024-04-30 01:24:44
856,7,5,2024-04-30 01:24:44
587,13,2,2024-04-30 01:24:44
787,3,1,2024-04-30 01:24:44
533,12,2,2024-04-30 01:24:44
314,8,3,2024-04-30 01:24:44
819,17,2,2024-04-30 01:24:44
809,19,3,2024-04-30 01:24:44
985,9,2,2024-04-30 01:24:44
668,1,4,2024-04-30 01:24:44
902,11,1,2024-04-30 01:24:44
158,4,2,2024-04-30 01:24:44
54,14,5,2024-04-30 01:24:44
430,9,5,2024-04-30 01:24:44
135,18,4,2024-04-30 01:24:44
164,10,1,2024-04-30 01:24:44
251,17,4,2024-04-30 01:24:44
946,7,5,2024-04-30 01:24:44
850,6,1,2024-04-30 01:24:44
622,16,3,2024-04-30 01:24:44
477,12,2,2024-04-30 01:24:44
615,15,2,2024-04-30 01:24:44
909,20,4,2024-04-30 01:24:44
608,19,3,2024-04-30 01:24:44
881,5,5,2024-04-30 01:24:44
906,1,4,2024-04-30 01:24:44
971,3,3,2024-04-30 01:24:44
487,13,2,2024-04-30 01:24:44
66,8,4,2024-04-30 01:24:44
682,2,1,2024-04-30 01:24:44
145,11,5,2024-04-30 01:24:44
242,4,2,2024-04-30 01:24:44
635,13,2,2024-04-30 01:24:44
474,16,4,2024-04-30 01:24:44
919,18,2,2024-04-30 01:24:44
714,9,3,2024-04-30 01:24:44
644,3,3,2024-04-30 01:24:44
550,6,4,2024-04-30 01:24:44
72,20,3,2024-04-30 01:24:44
303,15,1,2024-04-30 01:24:44
585,12,2,2024-04-30 01:24:44
591,8,5,2024-04-30 01:24:44
345,14,1,2024-04-30 01:24:44
754,7,2,2024-04-30 01:24:44
599,10,3,2024-04-30 01:24:44
939,5,1,2024-04-30 01:24:44
71,19,3,2024-04-30 01:24:44
995,2,4,2024-04-30 01:24:44
626,17,1,2024-04-30 01:24:44
417,1,5,2024-04-30 01:24:44
551,1,5,2024-04-30 01:24:44
684,20,3,2024-04-30 01:24:44
906,2,2,2024-04-30 01:24:44
601,15,3,2024-04-30 01:24:44
316,3,1,2024-04-30 01:24:44
630,8,3,2024-04-30 01:24:44
526,14,4,2024-04-30 01:24:44
462,19,2,2024-04-30 01:24:44
747,9,1,2024-04-30 01:24:44
274,13,1,2024-04-30 01:24:44
313,7,5,2024-04-30 01:24:44
79,5,2,2024-04-30 01:24:44
12,4,4,2024-04-30 01:24:44
84,6,2,2024-04-30 01:24:44
972,10,4,2024-04-30 01:24:44
